Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
573,"573.29961","Klebsiella pneumoniae strain Kpngiani7132504","meropenem","Resistant","32",,"32","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
1328411,"1328411.3","Klebsiella pneumoniae BIDMC 16","meropenem","Resistant","32",,"32",,"Broth dilution",,,,,,,,,"Laboratory Method",,"28096418"
573,"573.13691","Klebsiella pneumoniae KPN1826ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13447","Klebsiella pneumoniae KPN1514ec","meropenem","Resistant","4",,"4","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.24256","Klebsiella pneumoniae strain 18","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.13492","Klebsiella pneumoniae KPN1564ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13288","Klebsiella pneumoniae KPN1328ec","meropenem","Resistant","8",,"8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13448","Klebsiella pneumoniae KPN1515ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.14447","Klebsiella pneumoniae KPN860ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.15602","Klebsiella pneumoniae strain INF277","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,"29340588"
573,"573.13247","Klebsiella pneumoniae KPN1269ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.14419","Klebsiella pneumoniae KPN819ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.46872","Klebsiella pneumoniae KP-84LU","meropenem","Resistant","=64","=","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.14109","Klebsiella pneumoniae KPN386ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.14368","Klebsiella pneumoniae KPN748ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13651","Klebsiella pneumoniae KPN1755ec","meropenem","Resistant","4",,"4","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13490","Klebsiella pneumoniae KPN1561ec","meropenem","Resistant","4",,"4","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13167","Klebsiella pneumoniae KPN1172ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.24274","Klebsiella pneumoniae strain 28","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.67275","Klebsiella pneumoniae ERR7221274","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
573,"573.29902","Klebsiella pneumoniae strain Kpngiani7132607","meropenem","Resistant","64",,"64","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.13991","Klebsiella pneumoniae KPN250ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.29881","Klebsiella pneumoniae strain Kpngiani7132584","meropenem","Resistant","16",,"16","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.14399","Klebsiella pneumoniae KPN790ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.5769","Klebsiella pneumoniae strain 17_GR_14","meropenem","Resistant",">=4",">=","4","mg/L","Broth dilution",,,,"CLSI",2016,,,,"Laboratory Method",,"29431605"
573,"573.29976","Klebsiella pneumoniae strain Kpngiani7132515","meropenem","Resistant","128",,"128","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.13552","Klebsiella pneumoniae KPN1643ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.14290","Klebsiella pneumoniae KPN623ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13139","Klebsiella pneumoniae KPN1139ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.29877","Klebsiella pneumoniae strain Kpngiani7132561","meropenem","Resistant","128",,"128","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.46839","Klebsiella pneumoniae KP-14442FI","meropenem","Resistant",">64",">","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.5764","Klebsiella pneumoniae strain 13_GR_14","meropenem","Resistant",">32",">","32","mg/L","Broth dilution",,,,"CLSI",2016,,,,"Laboratory Method",,"29431605"
573,"573.13183","Klebsiella pneumoniae KPN1191ec","meropenem","Resistant","4",,"4","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.67253","Klebsiella pneumoniae ERR7221239","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
573,"573.29901","Klebsiella pneumoniae strain Kpngiani7132605","meropenem","Resistant",">128",">","128","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.29994","Klebsiella pneumoniae strain Kpngiani7132551","meropenem","Resistant","128",,"128","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.46852","Klebsiella pneumoniae KP-23PI","meropenem","Resistant","=64","=","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.14316","Klebsiella pneumoniae KPN685ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.12948","Klebsiella pneumoniae 3291","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28776045;28512093"
573,"573.13685","Klebsiella pneumoniae KPN1817ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13913","Klebsiella pneumoniae KPN2090ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
1438736,"1438736.3","Klebsiella pneumoniae CHS 30","meropenem","Resistant",,,,,"Broth dilution",,,,,,,,,"Laboratory Method",,
573,"573.12772","Klebsiella pneumoniae strain AR_0113","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.24271","Klebsiella pneumoniae strain 26","meropenem","Resistant","8","=","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
72407,"72407.524","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864859","meropenem","Resistant",">=16",">=","16","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",2010,,,,"Laboratory Method",,"30787414"
573,"573.24370","Klebsiella pneumoniae strain MUGSI_181","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.29939","Klebsiella pneumoniae strain Kpngiani7132635","meropenem","Resistant","64",,"64","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.13455","Klebsiella pneumoniae KPN1522ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13378","Klebsiella pneumoniae KPN1437ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.14329","Klebsiella pneumoniae KPN701ec","meropenem","Resistant","8",,"8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13658","Klebsiella pneumoniae KPN1763ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.66169","Klebsiella pneumoniae ERR2118040","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
573,"573.33394","Klebsiella pneumoniae strain PMK11","meropenem","Resistant",,,,,"Broth dilution",,,"BD","EUCAST",,,,,"Laboratory Method",,"25267672"
573,"573.13233","Klebsiella pneumoniae KPN1254ec","meropenem","Resistant","8",,"8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13105","Klebsiella pneumoniae KPN1100ec","meropenem","Resistant","4",,"4","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.15107","Klebsiella pneumoniae strain AR_0129","meropenem","Resistant","==16","=","16","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.14223","Klebsiella pneumoniae KPN540ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13942","Klebsiella pneumoniae KPN213ec","meropenem","Resistant","4",,"4","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.29910","Klebsiella pneumoniae strain Kpngiani7132592","meropenem","Resistant","128",,"128","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.67235","Klebsiella pneumoniae ERR7221229","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
573,"573.24307","Klebsiella pneumoniae strain 460","meropenem","Resistant","16",">=","16","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
573,"573.46845","Klebsiella pneumoniae KP-19PI","meropenem","Resistant","=64","=","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.13905","Klebsiella pneumoniae KPN2082ec","meropenem","Resistant","4",,"4","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13429","Klebsiella pneumoniae KPN1491ec","meropenem","Resistant","8",,"8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13290","Klebsiella pneumoniae KPN132ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.14097","Klebsiella pneumoniae KPN374ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.14138","Klebsiella pneumoniae KPN418ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13397","Klebsiella pneumoniae KPN1456ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13797","Klebsiella pneumoniae KPN194ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13193","Klebsiella pneumoniae KPN1202ec","meropenem","Resistant","8",,"8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.67224","Klebsiella pneumoniae ERR7221205","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
72407,"72407.509","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864739","meropenem","Resistant",">=16",">=","16","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",2010,,,,"Laboratory Method",,"30787414"
573,"573.13807","Klebsiella pneumoniae KPN1968ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.29863","Klebsiella pneumoniae strain Kpngiani7132562","meropenem","Resistant","128",,"128","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.33420","Klebsiella pneumoniae strain PMK9","meropenem","Resistant",,,,,"Broth dilution",,,"BD","EUCAST",,,,,"Laboratory Method",,"25267672"
573,"573.66123","Klebsiella pneumoniae ERR1829912","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
573,"573.24328","Klebsiella pneumoniae strain MUGSI_110","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.5638","Klebsiella pneumoniae strain 12_BR_13","meropenem","Resistant",">32",">","32","mg/L","Broth dilution",,,,"CLSI",2016,,,,"Laboratory Method",,"29431605"
573,"573.15043","Klebsiella pneumoniae strain AR_0146","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.67288","Klebsiella pneumoniae ERR7221294","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
573,"573.24247","Klebsiella pneumoniae strain 12","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.24454","Klebsiella pneumoniae strain MUGSI_97","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.15108","Klebsiella pneumoniae strain AR_0143","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.46863","Klebsiella pneumoniae KP-39LI","meropenem","Resistant","=32","=","32","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.13563","Klebsiella pneumoniae KPN1654ec","meropenem","Resistant","4",,"4","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.66163","Klebsiella pneumoniae ERR2118032","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
573,"573.13989","Klebsiella pneumoniae KPN248ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.14442","Klebsiella pneumoniae KPN852ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.24303","Klebsiella pneumoniae strain 417","meropenem","Resistant","4","=","4","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
573,"573.24248","Klebsiella pneumoniae strain 13","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.13097","Klebsiella pneumoniae KPN1091ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13214","Klebsiella pneumoniae KPN1226ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.14002","Klebsiella pneumoniae KPN263ec","meropenem","Resistant","4",,"4","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.24399","Klebsiella pneumoniae strain MUGSI_317","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.46840","Klebsiella pneumoniae KP-14PI","meropenem","Resistant","=64","=","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.46850","Klebsiella pneumoniae KP-22PI","meropenem","Resistant","=64","=","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.14214","Klebsiella pneumoniae KPN528ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.14236","Klebsiella pneumoniae KPN559ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.15602","Klebsiella pneumoniae strain INF277","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,"28369261"
573,"573.14023","Klebsiella pneumoniae KPN286ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.24393","Klebsiella pneumoniae strain MUGSI_31","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.46871","Klebsiella pneumoniae KP-83LU","meropenem","Resistant","=64","=","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.14158","Klebsiella pneumoniae KPN440ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.24336","Klebsiella pneumoniae strain MUGSI_118","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.29897","Klebsiella pneumoniae strain Kpngiani7132598","meropenem","Resistant","128",,"128","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.14260","Klebsiella pneumoniae KPN587ec","meropenem","Resistant","8",,"8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13543","Klebsiella pneumoniae KPN1626ec","meropenem","Resistant","4",,"4","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.46862","Klebsiella pneumoniae KP-38LI","meropenem","Resistant","=64","=","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.13918","Klebsiella pneumoniae KPN2098ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13259","Klebsiella pneumoniae KPN1280ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.15364","Klebsiella pneumoniae strain INF278","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,"29340588"
573,"573.46842","Klebsiella pneumoniae KP-16PI","meropenem","Resistant","=64","=","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.5649","Klebsiella pneumoniae strain DHQP1002001","meropenem","Resistant","==4","=","4","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.30008","Klebsiella pneumoniae strain Kpngiani7132544","meropenem","Resistant","16",,"16","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.14303","Klebsiella pneumoniae KPN669ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.14455","Klebsiella pneumoniae KPN870ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13513","Klebsiella pneumoniae KPN1588ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13206","Klebsiella pneumoniae KPN1216ec","meropenem","Resistant","4",,"4","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.13274","Klebsiella pneumoniae KPN130ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.46847","Klebsiella pneumoniae KP-20LU","meropenem","Resistant","=64","=","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.13564","Klebsiella pneumoniae KPN1655ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.24289","Klebsiella pneumoniae strain 351","meropenem","Resistant","8","=","8","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",,,,,"Laboratory Method",,
573,"573.67299","Klebsiella pneumoniae ERR7221302","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
72407,"72407.492","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864740","meropenem","Resistant",">=16",">=","16","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",2010,,,,"Laboratory Method",,"30787414"
573,"573.29887","Klebsiella pneumoniae strain Kpngiani7132577","meropenem","Resistant","16",,"16","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.14184","Klebsiella pneumoniae KPN475ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.24375","Klebsiella pneumoniae strain MUGSI_194","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.29973","Klebsiella pneumoniae strain Kpngiani7132502","meropenem","Resistant","32",,"32","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.29933","Klebsiella pneumoniae strain Kpngiani7132625","meropenem","Resistant","128",,"128","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.14498","Klebsiella pneumoniae KPN926ec","meropenem","Resistant","8",,"8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.24351","Klebsiella pneumoniae strain MUGSI_139","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.14206","Klebsiella pneumoniae KPN520ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.25568","Klebsiella pneumoniae strain 24_GR_13","meropenem","Resistant",">=4",">=","4","mg/L","Broth dilution",,,,"CLSI",2016,,,,"Laboratory Method",,"29431605"
573,"573.14242","Klebsiella pneumoniae KPN567ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
72407,"72407.514","Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864754","meropenem","Resistant",">=16",">=","16","mg/L","Broth dilution",,"VITEK 2","BioMerieux","CLSI",2010,,,,"Laboratory Method",,"30787414"
573,"573.29913","Klebsiella pneumoniae strain Kpngiani7132611","meropenem","Resistant","64",,"64","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.13394","Klebsiella pneumoniae KPN1453ec","meropenem","Resistant","4",,"4","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.66170","Klebsiella pneumoniae ERR2118039","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
573,"573.24254","Klebsiella pneumoniae strain 17","meropenem","Resistant","8",">","8","mg/L","Broth dilution",,,,"CLSI",,,,,"Laboratory Method",,
573,"573.66153","Klebsiella pneumoniae ERR2109183","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
573,"573.29998","Klebsiella pneumoniae strain Kpngiani7132552","meropenem","Resistant","128",,"128","mg/L","Broth dilution",,,"Merlin Diagnostika","EUCAST",2020,,,,"Laboratory Method",,"33188415"
573,"573.13205","Klebsiella pneumoniae KPN1215ec","meropenem","Resistant","4",,"4","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.46866","Klebsiella pneumoniae KP-50LI","meropenem","Resistant","=64","=","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
1438754,"1438754.3","Klebsiella pneumoniae CHS 48","meropenem","Resistant",,,,,"Broth dilution",,,,,,,,,"Laboratory Method",,
573,"573.46865","Klebsiella pneumoniae KP-43LI","meropenem","Resistant","=64","=","64","mg/L","Broth dilution",,,,"EUCAST",,,,,"Laboratory Method",,
573,"573.13138","Klebsiella pneumoniae KPN1137ec","meropenem","Resistant",">8",">","8","mg/L","Broth dilution",,"BD Phoenix",,"CLSI",2017,,,,"Laboratory Method",,"28512093;28776045"
573,"573.67261","Klebsiella pneumoniae ERR7221252","meropenem","Resistant",,,,,"Broth dilution",,"VITEK 2","BioMerieux","EUCAST",2016,,,,"Laboratory Method",,"36916881"
