Genome ID,Genome Name,Antibiotic,Resistant Phenotype,AMR_Label
573.1426,Klebsiella pneumoniae KPN587ec,meropenem,Resistant,1
573.13543,Klebsiella pneumoniae KPN1626ec,meropenem,Resistant,1
573.46862,Klebsiella pneumoniae KP-38LI,meropenem,Resistant,1
573.13918,Klebsiella pneumoniae KPN2098ec,meropenem,Resistant,1
573.13259,Klebsiella pneumoniae KPN1280ec,meropenem,Resistant,1
573.15364,Klebsiella pneumoniae strain INF278,meropenem,Resistant,1
573.46842,Klebsiella pneumoniae KP-16PI,meropenem,Resistant,1
573.5649,Klebsiella pneumoniae strain DHQP1002001,meropenem,Resistant,1
573.30008,Klebsiella pneumoniae strain Kpngiani7132544,meropenem,Resistant,1
573.14303,Klebsiella pneumoniae KPN669ec,meropenem,Resistant,1
573.14455,Klebsiella pneumoniae KPN870ec,meropenem,Resistant,1
573.13513,Klebsiella pneumoniae KPN1588ec,meropenem,Resistant,1
573.13206,Klebsiella pneumoniae KPN1216ec,meropenem,Resistant,1
573.13274,Klebsiella pneumoniae KPN130ec,meropenem,Resistant,1
573.46847,Klebsiella pneumoniae KP-20LU,meropenem,Resistant,1
573.13564,Klebsiella pneumoniae KPN1655ec,meropenem,Resistant,1
573.24289,Klebsiella pneumoniae strain 351,meropenem,Resistant,1
573.67299,Klebsiella pneumoniae ERR7221302,meropenem,Resistant,1
72407.492,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864740,meropenem,Resistant,1
573.29887,Klebsiella pneumoniae strain Kpngiani7132577,meropenem,Resistant,1
573.14184,Klebsiella pneumoniae KPN475ec,meropenem,Resistant,1
573.24375,Klebsiella pneumoniae strain MUGSI_194,meropenem,Resistant,1
573.29973,Klebsiella pneumoniae strain Kpngiani7132502,meropenem,Resistant,1
573.29933,Klebsiella pneumoniae strain Kpngiani7132625,meropenem,Resistant,1
573.14498,Klebsiella pneumoniae KPN926ec,meropenem,Resistant,1
573.24351,Klebsiella pneumoniae strain MUGSI_139,meropenem,Resistant,1
573.14206,Klebsiella pneumoniae KPN520ec,meropenem,Resistant,1
573.25568,Klebsiella pneumoniae strain 24_GR_13,meropenem,Resistant,1
573.14242,Klebsiella pneumoniae KPN567ec,meropenem,Resistant,1
72407.514,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864754,meropenem,Resistant,1
573.29913,Klebsiella pneumoniae strain Kpngiani7132611,meropenem,Resistant,1
573.13394,Klebsiella pneumoniae KPN1453ec,meropenem,Resistant,1
573.6617,Klebsiella pneumoniae ERR2118039,meropenem,Resistant,1
573.24254,Klebsiella pneumoniae strain 17,meropenem,Resistant,1
573.66153,Klebsiella pneumoniae ERR2109183,meropenem,Resistant,1
573.29998,Klebsiella pneumoniae strain Kpngiani7132552,meropenem,Resistant,1
573.13205,Klebsiella pneumoniae KPN1215ec,meropenem,Resistant,1
573.46866,Klebsiella pneumoniae KP-50LI,meropenem,Resistant,1
1438754.3,Klebsiella pneumoniae CHS 48,meropenem,Resistant,1
573.46865,Klebsiella pneumoniae KP-43LI,meropenem,Resistant,1
573.13138,Klebsiella pneumoniae KPN1137ec,meropenem,Resistant,1
573.67261,Klebsiella pneumoniae ERR7221252,meropenem,Resistant,1
573.29962,Klebsiella pneumoniae strain Kpngiani7132499,meropenem,Resistant,1
573.2439,Klebsiella pneumoniae strain MUGSI_307,meropenem,Resistant,1
1438773.3,Klebsiella pneumoniae CHS 67,meropenem,Resistant,1
573.24353,Klebsiella pneumoniae strain MUGSI_141,meropenem,Resistant,1
573.673,Klebsiella pneumoniae ERR7221303,meropenem,Resistant,1
1438724.3,Klebsiella pneumoniae CHS 18,meropenem,Resistant,1
573.29944,Klebsiella pneumoniae strain Kpngiani7132486,meropenem,Resistant,1
1438741.3,Klebsiella pneumoniae CHS 35,meropenem,Resistant,1
1438752.3,Klebsiella pneumoniae CHS 46,meropenem,Resistant,1
1328407.3,Klebsiella pneumoniae BIDMC 12B,meropenem,Resistant,1
573.24261,Klebsiella pneumoniae strain 20,meropenem,Resistant,1
573.14011,Klebsiella pneumoniae KPN273ec,meropenem,Resistant,1
573.46849,Klebsiella pneumoniae KP-21POB,meropenem,Resistant,1
573.13175,Klebsiella pneumoniae KPN1183ec,meropenem,Resistant,1
573.14179,Klebsiella pneumoniae KPN469ec,meropenem,Resistant,1
573.29986,Klebsiella pneumoniae strain Kpngiani7132511,meropenem,Resistant,1
573.14268,Klebsiella pneumoniae KPN597ec,meropenem,Resistant,1
573.15329,Klebsiella pneumoniae strain KSB1_5D,meropenem,Resistant,1
573.6729,Klebsiella pneumoniae ERR7221287,meropenem,Resistant,1
573.5644,Klebsiella pneumoniae strain 5_GR_13,meropenem,Resistant,1
573.13292,Klebsiella pneumoniae KPN1331ec,meropenem,Resistant,1
573.29992,Klebsiella pneumoniae strain Kpngiani7132555,meropenem,Resistant,1
573.29938,Klebsiella pneumoniae strain Kpngiani7132501,meropenem,Resistant,1
573.14364,Klebsiella pneumoniae KPN742ec,meropenem,Resistant,1
1438763.3,Klebsiella pneumoniae CHS 57,meropenem,Resistant,1
573.29969,Klebsiella pneumoniae strain Kpngiani7132492,meropenem,Resistant,1
573.1322,Klebsiella pneumoniae KPN123ec,meropenem,Resistant,1
573.46829,Klebsiella pneumoniae KP-101LU,meropenem,Resistant,1
573.14353,Klebsiella pneumoniae KPN729ec,meropenem,Resistant,1
573.67233,Klebsiella pneumoniae ERR7221216,meropenem,Resistant,1
573.13831,Klebsiella pneumoniae KPN2000ec,meropenem,Resistant,1
573.5768,Klebsiella pneumoniae strain 15_GR_13,meropenem,Resistant,1
573.13108,Klebsiella pneumoniae KPN1104ec,meropenem,Resistant,1
573.24396,Klebsiella pneumoniae strain MUGSI_312,meropenem,Resistant,1
573.13722,Klebsiella pneumoniae KPN185ec,meropenem,Resistant,1
573.19877,Klebsiella pneumoniae strain AR_0454,meropenem,Resistant,1
573.2988,Klebsiella pneumoniae strain Kpngiani7132582,meropenem,Resistant,1
573.46834,Klebsiella pneumoniae KP-122LU,meropenem,Resistant,1
573.24421,Klebsiella pneumoniae strain MUGSI_57,meropenem,Resistant,1
573.13565,Klebsiella pneumoniae KPN1658ec,meropenem,Resistant,1
573.67285,Klebsiella pneumoniae ERR7221281,meropenem,Resistant,1
573.12773,Klebsiella pneumoniae strain AR_0138,meropenem,Resistant,1
573.29923,Klebsiella pneumoniae strain Kpngiani7132629,meropenem,Resistant,1
573.29932,Klebsiella pneumoniae strain Kpngiani7132620,meropenem,Resistant,1
573.67255,Klebsiella pneumoniae ERR7221245,meropenem,Resistant,1
573.13784,Klebsiella pneumoniae KPN1932ec,meropenem,Resistant,1
573.13048,Klebsiella pneumoniae KPN1022ec,meropenem,Resistant,1
573.46841,Klebsiella pneumoniae KP-15PI,meropenem,Resistant,1
573.24306,Klebsiella pneumoniae strain 459,meropenem,Resistant,1
573.13661,Klebsiella pneumoniae KPN1767ec,meropenem,Resistant,1
573.29951,Klebsiella pneumoniae strain Kpngiani7132505,meropenem,Resistant,1
573.14549,Klebsiella pneumoniae KPN997ec,meropenem,Resistant,1
573.12936,Klebsiella pneumoniae 3323,meropenem,Resistant,1
573.14521,Klebsiella pneumoniae KPN954ec,meropenem,Resistant,1
573.24441,Klebsiella pneumoniae strain MUGSI_82,meropenem,Resistant,1
573.24356,Klebsiella pneumoniae strain MUGSI_146,meropenem,Resistant,1
573.29985,Klebsiella pneumoniae strain Kpngiani7132529,meropenem,Resistant,1
573.13257,Klebsiella pneumoniae KPN1278ec,meropenem,Resistant,1
573.4687,Klebsiella pneumoniae KP-82LU,meropenem,Resistant,1
573.24342,Klebsiella pneumoniae strain MUGSI_125,meropenem,Resistant,1
573.12782,Klebsiella pneumoniae strain AR_0148,meropenem,Resistant,1
573.13053,Klebsiella pneumoniae KPN1030ec,meropenem,Resistant,1
573.46867,Klebsiella pneumoniae KP-51LI,meropenem,Resistant,1
573.15614,Klebsiella pneumoniae strain KSB2_2B,meropenem,Resistant,1
573.66108,Klebsiella pneumoniae ERR1813604,meropenem,Resistant,1
573.46867,Klebsiella pneumoniae KP-51LI,meropenem,Resistant,1
573.13251,Klebsiella pneumoniae KPN1272ec,meropenem,Resistant,1
573.29922,Klebsiella pneumoniae strain Kpngiani7132615,meropenem,Resistant,1
573.24405,Klebsiella pneumoniae strain MUGSI_35,meropenem,Resistant,1
573.13788,Klebsiella pneumoniae KPN1937ec,meropenem,Resistant,1
573.14098,Klebsiella pneumoniae KPN375ec,meropenem,Resistant,1
573.67244,Klebsiella pneumoniae ERR7221231,meropenem,Resistant,1
573.13524,Klebsiella pneumoniae KPN1603ec,meropenem,Resistant,1
573.13939,Klebsiella pneumoniae KPN2128ec,meropenem,Resistant,1
573.14537,Klebsiella pneumoniae KPN978ec,meropenem,Resistant,1
573.24389,Klebsiella pneumoniae strain MUGSI_30,meropenem,Resistant,1
573.30012,Klebsiella pneumoniae strain Kpngiani7132545,meropenem,Resistant,1
573.46865,Klebsiella pneumoniae KP-43LI,meropenem,Resistant,1
573.14313,Klebsiella pneumoniae KPN682ec,meropenem,Resistant,1
573.1392,Klebsiella pneumoniae KPN209ec,meropenem,Resistant,1
573.29874,Klebsiella pneumoniae strain Kpngiani7132569,meropenem,Resistant,1
573.46071,Klebsiella pneumoniae KSB2_8B,meropenem,Resistant,1
72407.531,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864862,meropenem,Resistant,1
573.24327,Klebsiella pneumoniae strain MUGSI_103,meropenem,Resistant,1
573.13516,Klebsiella pneumoniae KPN1592ec,meropenem,Resistant,1
573.46847,Klebsiella pneumoniae KP-20LU,meropenem,Resistant,1
573.46832,Klebsiella pneumoniae KP-10PI,meropenem,Resistant,1
573.14314,Klebsiella pneumoniae KPN683ec,meropenem,Resistant,1
573.29876,Klebsiella pneumoniae strain Kpngiani7132589,meropenem,Resistant,1
573.3001,Klebsiella pneumoniae strain Kpngiani7132534,meropenem,Resistant,1
573.33395,Klebsiella pneumoniae strain PMK14,meropenem,Resistant,1
573.15613,Klebsiella pneumoniae strain KSB2_8B,meropenem,Resistant,1
573.14091,Klebsiella pneumoniae KPN368ec,meropenem,Resistant,1
573.14231,Klebsiella pneumoniae KPN553ec,meropenem,Resistant,1
573.24265,Klebsiella pneumoniae strain 22,meropenem,Resistant,1
573.14371,Klebsiella pneumoniae KPN752ec,meropenem,Resistant,1
573.24447,Klebsiella pneumoniae strain MUGSI_88,meropenem,Resistant,1
573.13052,Klebsiella pneumoniae KPN1027ec,meropenem,Resistant,1
573.46856,Klebsiella pneumoniae KP-26PI,meropenem,Resistant,1
573.13221,Klebsiella pneumoniae KPN1240ec,meropenem,Resistant,1
573.13382,Klebsiella pneumoniae KPN1440ec,meropenem,Resistant,1
573.24249,Klebsiella pneumoniae strain 132,meropenem,Resistant,1
573.18477,Klebsiella pneumoniae strain CCUG 70747,meropenem,Resistant,1
573.46851,Klebsiella pneumoniae KP-23PA,meropenem,Resistant,1
573.67268,Klebsiella pneumoniae ERR7221260,meropenem,Resistant,1
1438756.3,Klebsiella pneumoniae CHS 50,meropenem,Resistant,1
1438733.3,Klebsiella pneumoniae CHS 27,meropenem,Resistant,1
573.12966,Klebsiella pneumoniae 3357,meropenem,Resistant,1
573.13088,Klebsiella pneumoniae KPN1075ec,meropenem,Resistant,1
573.14033,Klebsiella pneumoniae KPN297ec,meropenem,Resistant,1
573.13034,Klebsiella pneumoniae KPN1004ec,meropenem,Resistant,1
573.13577,Klebsiella pneumoniae KPN1671ec,meropenem,Resistant,1
573.14509,Klebsiella pneumoniae KPN941ec,meropenem,Resistant,1
573.13207,Klebsiella pneumoniae KPN1217ec,meropenem,Resistant,1
573.13444,Klebsiella pneumoniae KPN1511ec,meropenem,Resistant,1
1328401.3,Klebsiella pneumoniae BIDMC 5,meropenem,Resistant,1
573.142,Klebsiella pneumoniae KPN511ec,meropenem,Resistant,1
573.30016,Klebsiella pneumoniae strain Kpngiani7132537,meropenem,Resistant,1
573.29999,Klebsiella pneumoniae strain Kpngiani7132535,meropenem,Resistant,1
573.14308,Klebsiella pneumoniae KPN677ec,meropenem,Resistant,1
573.14247,Klebsiella pneumoniae KPN573ec,meropenem,Resistant,1
1438725.3,Klebsiella pneumoniae CHS 19,meropenem,Resistant,1
1438723.3,Klebsiella pneumoniae CHS 17,meropenem,Resistant,1
573.13182,Klebsiella pneumoniae KPN1190ec,meropenem,Resistant,1
573.46075,Klebsiella pneumoniae KSB2_5A,meropenem,Resistant,1
1438750.3,Klebsiella pneumoniae CHS 44,meropenem,Resistant,1
72407.513,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864853,meropenem,Resistant,1
573.14137,Klebsiella pneumoniae KPN417ec,meropenem,Resistant,1
1438781.3,Klebsiella pneumoniae CHS 80,meropenem,Resistant,1
573.29982,Klebsiella pneumoniae strain Kpngiani7132522,meropenem,Resistant,1
573.14393,Klebsiella pneumoniae KPN781ec,meropenem,Resistant,1
573.46844,Klebsiella pneumoniae KP-18PI,meropenem,Resistant,1
573.24394,Klebsiella pneumoniae strain MUGSI_310,meropenem,Resistant,1
573.7031,Klebsiella pneumoniae strain AR_0040,meropenem,Resistant,1
573.29905,Klebsiella pneumoniae strain Kpngiani7132606,meropenem,Resistant,1
573.12913,Klebsiella pneumoniae 3318,meropenem,Resistant,1
573.14204,Klebsiella pneumoniae KPN515ec,meropenem,Resistant,1
573.14465,Klebsiella pneumoniae KPN883ec,meropenem,Resistant,1
573.67335,Klebsiella pneumoniae ERR7221345,meropenem,Resistant,1
573.14385,Klebsiella pneumoniae KPN770ec,meropenem,Resistant,1
573.67302,Klebsiella pneumoniae ERR7221301,meropenem,Resistant,1
573.24436,Klebsiella pneumoniae strain MUGSI_77,meropenem,Resistant,1
573.4686,Klebsiella pneumoniae KP-2SI,meropenem,Resistant,1
573.46874,Klebsiella pneumoniae KP-8POA,meropenem,Resistant,1
573.2428,Klebsiella pneumoniae strain 31,meropenem,Resistant,1
573.29952,Klebsiella pneumoniae strain Kpngiani7132503,meropenem,Resistant,1
573.24434,Klebsiella pneumoniae strain MUGSI_75,meropenem,Resistant,1
573.29974,Klebsiella pneumoniae strain Kpngiani7132513,meropenem,Resistant,1
573.13362,Klebsiella pneumoniae KPN1420ec,meropenem,Resistant,1
72407.574,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864794,meropenem,Resistant,1
573.46832,Klebsiella pneumoniae KP-10PI,meropenem,Resistant,1
573.13307,Klebsiella pneumoniae KPN1347ec,meropenem,Resistant,1
573.1338,Klebsiella pneumoniae KPN1439ec,meropenem,Resistant,1
573.2997,Klebsiella pneumoniae strain Kpngiani7132498,meropenem,Resistant,1
573.1433,Klebsiella pneumoniae KPN702ec,meropenem,Resistant,1
573.46868,Klebsiella pneumoniae KP-74LU,meropenem,Resistant,1
573.33412,Klebsiella pneumoniae strain PMK25,meropenem,Resistant,1
72407.511,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864752,meropenem,Resistant,1
573.29966,Klebsiella pneumoniae strain Kpngiani7132519,meropenem,Resistant,1
573.29894,Klebsiella pneumoniae strain Kpngiani7132591,meropenem,Resistant,1
573.15044,Klebsiella pneumoniae strain AR_0047,meropenem,Resistant,1
573.13369,Klebsiella pneumoniae KPN1428ec,meropenem,Resistant,1
573.30015,Klebsiella pneumoniae strain Kpngiani7132543,meropenem,Resistant,1
573.13189,Klebsiella pneumoniae KPN1197ec,meropenem,Resistant,1
573.29883,Klebsiella pneumoniae strain Kpngiani7132580,meropenem,Resistant,1
573.29908,Klebsiella pneumoniae strain Kpngiani7132596,meropenem,Resistant,1
573.24409,Klebsiella pneumoniae strain MUGSI_4,meropenem,Resistant,1
573.14133,Klebsiella pneumoniae KPN413ec,meropenem,Resistant,1
573.29898,Klebsiella pneumoniae strain Kpngiani7132594,meropenem,Resistant,1
72407.504,Klebsiella pneumoniae subsp. pneumoniae strain 3189STDY5864834,meropenem,Resistant,1
573.24345,Klebsiella pneumoniae strain MUGSI_128,meropenem,Resistant,1
573.13852,Klebsiella pneumoniae KPN2021ec,meropenem,Resistant,1
573.14382,Klebsiella pneumoniae KPN766ec,meropenem,Resistant,1
573.14,Klebsiella pneumoniae KPN261ec,meropenem,Resistant,1
573.14185,Klebsiella pneumoniae KPN477ec,meropenem,Resistant,1
1438715.3,Klebsiella pneumoniae CHS 09,meropenem,Resistant,1
573.12783,Klebsiella pneumoniae strain AR_0107,meropenem,Resistant,1
1438734.3,Klebsiella pneumoniae CHS 28,meropenem,Resistant,1
573.14422,Klebsiella pneumoniae KPN823ec,meropenem,Resistant,1
573.29964,Klebsiella pneumoniae strain Kpngiani7132482,meropenem,Resistant,1
573.24339,Klebsiella pneumoniae strain MUGSI_121,meropenem,Resistant,1
573.14437,Klebsiella pneumoniae KPN843ec,meropenem,Resistant,1
573.29919,Klebsiella pneumoniae strain Kpngiani7132627,meropenem,Resistant,1
573.29916,Klebsiella pneumoniae strain Kpngiani7132616,meropenem,Resistant,1
573.14286,Klebsiella pneumoniae KPN619ec,meropenem,Resistant,1
573.6612,Klebsiella pneumoniae ERR1829917,meropenem,Resistant,1
573.14523,Klebsiella pneumoniae KPN957ec,meropenem,Resistant,1
573.30004,Klebsiella pneumoniae strain Kpngiani7132546,meropenem,Resistant,1
573.14457,Klebsiella pneumoniae KPN875ec,meropenem,Resistant,1
573.67336,Klebsiella pneumoniae ERR7221348,meropenem,Resistant,1
573.5811,Klebsiella pneumoniae strain PB509,meropenem,Resistant,1
1438759.3,Klebsiella pneumoniae CHS 53,meropenem,Resistant,1
573.13172,Klebsiella pneumoniae KPN1179ec,meropenem,Resistant,1
573.13522,Klebsiella pneumoniae KPN1598ec,meropenem,Resistant,1
573.14428,Klebsiella pneumoniae KPN831ec,meropenem,Resistant,1
573.29862,Klebsiella pneumoniae strain Kpngiani7132560,meropenem,Resistant,1
573.30001,Klebsiella pneumoniae strain Kpngiani7132539,meropenem,Resistant,1
573.6722,Klebsiella pneumoniae ERR7221200,meropenem,Resistant,1
573.5646,Klebsiella pneumoniae strain 4_GR_12,meropenem,Resistant,1
573.13525,Klebsiella pneumoniae KPN1604ec,meropenem,Resistant,1
573.13931,Klebsiella pneumoniae KPN2114ec,meropenem,Resistant,1
573.1448,Klebsiella pneumoniae KPN904ec,meropenem,Resistant,1
573.67329,Klebsiella pneumoniae ERR7221340,meropenem,Resistant,1
573.5647,Klebsiella pneumoniae strain 2_GR_12,meropenem,Resistant,1
573.67269,Klebsiella pneumoniae ERR7221258,meropenem,Resistant,1
573.29946,Klebsiella pneumoniae strain Kpngiani7132480,meropenem,Resistant,1
573.14357,Klebsiella pneumoniae KPN734ec,meropenem,Resistant,1
573.2436,Klebsiella pneumoniae strain MUGSI_157,meropenem,Resistant,1
573.67222,Klebsiella pneumoniae ERR7221204,meropenem,Resistant,1
573.13872,Klebsiella pneumoniae KPN2046ec,meropenem,Resistant,1
573.67277,Klebsiella pneumoniae ERR7221276,meropenem,Resistant,1
573.14197,Klebsiella pneumoniae KPN508ec,meropenem,Resistant,1
573.1377,Klebsiella pneumoniae KPN1913ec,meropenem,Resistant,1
573.29972,Klebsiella pneumoniae strain Kpngiani7132508,meropenem,Resistant,1
573.13217,Klebsiella pneumoniae KPN1234ec,meropenem,Resistant,1
573.1319,Klebsiella pneumoniae KPN1198ec,meropenem,Resistant,1
573.24347,Klebsiella pneumoniae strain MUGSI_130,meropenem,Resistant,1
573.13616,Klebsiella pneumoniae KPN1713ec,meropenem,Resistant,1
573.13952,Klebsiella pneumoniae KPN2160ec,meropenem,Resistant,1
573.14446,Klebsiella pneumoniae KPN858ec,meropenem,Resistant,1
573.13042,Klebsiella pneumoniae KPN1015ec,meropenem,Resistant,1
573.14401,Klebsiella pneumoniae KPN793ec,meropenem,Resistant,1
573.1367,Klebsiella pneumoniae KPN1776ec,meropenem,Resistant,1
573.14471,Klebsiella pneumoniae KPN892ec,meropenem,Resistant,1
573.13065,Klebsiella pneumoniae KPN1043ec,meropenem,Resistant,1
573.139,Klebsiella pneumoniae KPN2078ec,meropenem,Resistant,1
573.2993,Klebsiella pneumoniae strain Kpngiani7132622,meropenem,Resistant,1
573.29996,Klebsiella pneumoniae strain Kpngiani7132553,meropenem,Resistant,1
573.24435,Klebsiella pneumoniae strain MUGSI_76,meropenem,Resistant,1
573.13191,Klebsiella pneumoniae KPN1199ec,meropenem,Resistant,1
573.9721,Klebsiella pneumoniae strain AR_0117,meropenem,Resistant,1
573.13676,Klebsiella pneumoniae KPN1783ec,meropenem,Resistant,1
573.24244,Klebsiella pneumoniae strain 101,meropenem,Resistant,1
573.1409,Klebsiella pneumoniae KPN367ec,meropenem,Resistant,1
573.46843,Klebsiella pneumoniae KP-17PI,meropenem,Resistant,1
1438708.3,Klebsiella pneumoniae CHS 02,meropenem,Resistant,1
573.24425,Klebsiella pneumoniae strain MUGSI_63,meropenem,Resistant,1
573.24276,Klebsiella pneumoniae strain 29,meropenem,Resistant,1
573.29943,Klebsiella pneumoniae strain Kpngiani7132497,meropenem,Resistant,1
573.13981,Klebsiella pneumoniae KPN236ec,meropenem,Resistant,1
573.46854,Klebsiella pneumoniae KP-25PA,meropenem,Resistant,1
573.24395,Klebsiella pneumoniae strain MUGSI_311,meropenem,Resistant,1
573.67187,Klebsiella pneumoniae ERR7221157,meropenem,Resistant,1
573.2998,Klebsiella pneumoniae strain Kpngiani7132520,meropenem,Resistant,1
573.46846,Klebsiella pneumoniae KP-1PI,meropenem,Resistant,1
573.67267,Klebsiella pneumoniae ERR7221257,meropenem,Resistant,1
573.14507,Klebsiella pneumoniae KPN939ec,meropenem,Resistant,1
573.29899,Klebsiella pneumoniae strain Kpngiani7132602,meropenem,Resistant,1
573.13544,Klebsiella pneumoniae KPN1627ec,meropenem,Resistant,1
573.13773,Klebsiella pneumoniae KPN191ec,meropenem,Resistant,1
1438762.3,Klebsiella pneumoniae CHS 56,meropenem,Resistant,1
573.6734,Klebsiella pneumoniae ERR7221437,meropenem,Resistant,1
573.24431,Klebsiella pneumoniae strain MUGSI_69,meropenem,Resistant,1
573.13011,Klebsiella pneumoniae 3221,meropenem,Resistant,1
573.13956,Klebsiella pneumoniae KPN2167ec,meropenem,Resistant,1
573.46872,Klebsiella pneumoniae KP-84LU,meropenem,Resistant,1
573.29907,Klebsiella pneumoniae strain Kpngiani7132599,meropenem,Resistant,1
573.24452,Klebsiella pneumoniae strain MUGSI_95,meropenem,Resistant,1
573.13811,Klebsiella pneumoniae KPN1975ec,meropenem,Resistant,1
573.13819,Klebsiella pneumoniae KPN1986ec,meropenem,Resistant,1
573.30007,Klebsiella pneumoniae strain Kpngiani7132533,meropenem,Resistant,1
573.66114,Klebsiella pneumoniae ERR1815065,meropenem,Resistant,1
573.24364,Klebsiella pneumoniae strain MUGSI_160,meropenem,Resistant,1
573.46873,Klebsiella pneumoniae KP-8PI,meropenem,Resistant,1
573.13024,Klebsiella pneumoniae 3276,meropenem,Resistant,1
573.14431,Klebsiella pneumoniae KPN836ec,meropenem,Resistant,1
573.1405,Klebsiella pneumoniae KPN316ec,meropenem,Resistant,1
573.46845,Klebsiella pneumoniae KP-19PI,meropenem,Resistant,1
573.1385,Klebsiella pneumoniae KPN2020ec,meropenem,Resistant,1
573.24316,Klebsiella pneumoniae strain 9,meropenem,Resistant,1
573.13143,Klebsiella pneumoniae KPN1145ec,meropenem,Resistant,1
573.67178,Klebsiella pneumoniae ERR7221152,meropenem,Resistant,1
573.13881,Klebsiella pneumoniae KPN2056ec,meropenem,Resistant,1
573.30002,Klebsiella pneumoniae strain Kpngiani7132532,meropenem,Resistant,1
573.29903,Klebsiella pneumoniae strain Kpngiani7132604,meropenem,Resistant,1
573.13169,Klebsiella pneumoniae KPN1176ec,meropenem,Resistant,1
573.13645,Klebsiella pneumoniae KPN1748ec,meropenem,Resistant,1
573.1345,Klebsiella pneumoniae KPN1517ec,meropenem,Resistant,1
573.29935,Klebsiella pneumoniae strain Kpngiani7132630,meropenem,Resistant,1
573.5698,Klebsiella pneumoniae strain PB463,meropenem,Resistant,1
1438717.3,Klebsiella pneumoniae CHS 11,meropenem,Resistant,1
573.46842,Klebsiella pneumoniae KP-16PI,meropenem,Resistant,1
573.24251,Klebsiella pneumoniae strain 15,meropenem,Resistant,1
574.2,Klebsiella pneumoniae subsp. ozaenae strain AR_0096,meropenem,Resistant,1
573.24411,Klebsiella pneumoniae strain MUGSI_42,meropenem,Resistant,1
573.24325,Klebsiella pneumoniae strain MRSN20097,meropenem,Resistant,1
573.24428,Klebsiella pneumoniae strain MUGSI_66,meropenem,Resistant,1
573.24331,Klebsiella pneumoniae strain MUGSI_113,meropenem,Resistant,1
573.29979,Klebsiella pneumoniae strain Kpngiani7132525,meropenem,Resistant,1
573.24379,Klebsiella pneumoniae strain MUGSI_22,meropenem,Resistant,1
573.46868,Klebsiella pneumoniae KP-74LU,meropenem,Resistant,1
573.20059,Klebsiella pneumoniae strain AR_0076,meropenem,Resistant,1
573.24402,Klebsiella pneumoniae strain MUGSI_320,meropenem,Resistant,1
573.18543,Klebsiella pneumoniae strain AR_0140,meropenem,Resistant,1
573.29931,Klebsiella pneumoniae strain Kpngiani7132631,meropenem,Resistant,1
573.67245,Klebsiella pneumoniae ERR7221237,meropenem,Resistant,1
573.13954,Klebsiella pneumoniae KPN2163ec,meropenem,Resistant,1
573.13961,Klebsiella pneumoniae KPN2172ec,meropenem,Resistant,1
573.13715,Klebsiella pneumoniae KPN1852ec,meropenem,Resistant,1
573.13531,Klebsiella pneumoniae KPN1610ec,meropenem,Resistant,1
573.14167,Klebsiella pneumoniae KPN451ec,meropenem,Resistant,1
573.13603,Klebsiella pneumoniae KPN169ec,meropenem,Resistant,1
573.24323,Klebsiella pneumoniae strain MRSN19181,meropenem,Resistant,1
573.18088,Klebsiella pneumoniae strain AR_0079,meropenem,Resistant,1
573.24408,Klebsiella pneumoniae strain MUGSI_39,meropenem,Resistant,1
573.24424,Klebsiella pneumoniae strain MUGSI_61,meropenem,Resistant,1
573.14339,Klebsiella pneumoniae KPN713ec,meropenem,Resistant,1
573.24344,Klebsiella pneumoniae strain MUGSI_127,meropenem,Resistant,1
573.46852,Klebsiella pneumoniae KP-23PI,meropenem,Resistant,1
573.14483,Klebsiella pneumoniae KPN908ec,meropenem,Resistant,1
573.29955,Klebsiella pneumoniae strain Kpngiani7132495,meropenem,Resistant,1
573.13178,Klebsiella pneumoniae KPN1186ec,meropenem,Resistant,1
573.14148,Klebsiella pneumoniae KPN428ec,meropenem,Resistant,1
573.299,Klebsiella pneumoniae strain Kpngiani7132610,meropenem,Resistant,1
1438774.3,Klebsiella pneumoniae CHS 70,meropenem,Resistant,1
573.24385,Klebsiella pneumoniae strain MUGSI_27,meropenem,Resistant,1
573.14238,Klebsiella pneumoniae KPN561ec,meropenem,Resistant,1
573.15629,Klebsiella pneumoniae strain INF158,meropenem,Resistant,1
573.13781,Klebsiella pneumoniae KPN1929ec,meropenem,Resistant,1
573.26196,Klebsiella pneumoniae strain 5012STDY7312660,meropenem,Resistant,1
573.5777,Klebsiella pneumoniae strain 14_GR_14,meropenem,Resistant,1
573.13049,Klebsiella pneumoniae KPN1023ec,meropenem,Resistant,1
573.24309,Klebsiella pneumoniae strain 469,meropenem,Resistant,1
573.14066,Klebsiella pneumoniae KPN335ec,meropenem,Resistant,1
573.14492,Klebsiella pneumoniae KPN919ec,meropenem,Resistant,1
573.24333,Klebsiella pneumoniae strain MUGSI_115,meropenem,Resistant,1
573.30006,Klebsiella pneumoniae strain Kpngiani7132540,meropenem,Resistant,1
573.13234,Klebsiella pneumoniae KPN1255ec,meropenem,Resistant,1
1438753.3,Klebsiella pneumoniae CHS 47,meropenem,Resistant,1
